age,time_on_site,pages_viewed,previous_purchases,cart_items,discount_seen,ad_clicked,returning_user,avg_session_time,bounce_rate,device_type_Mobile,device_type_Tablet,gender_Male,purchase
1.0292007183603815,1.6099310730231249,1.2914512119452566,1.6327709453370634,-0.5435169304319671,0.0,1.0,1.0,0.4111382699250446,-1.3793862358625095,True,False,True,1.0
-0.4672619480166933,-0.0023298602442789,0.369908332673478,0.2358539640873916,0.8554166764414635,0.0,1.0,1.0,0.6085186928881161,-1.2859211866017524,False,False,False,1.0
-1.46490372560141,0.0024900528596593,-0.920251698307012,1.1671319515871728,-1.2429837338686824,1.0,0.0,1.0,0.349075353426347,1.713550927358352,False,False,False,1.0
0.2809693851718441,-1.742318490766051,0.0012911809647666,-0.4626045265374441,-1.2429837338686824,0.0,1.0,1.0,-1.5362129133291744,-1.574563250495267,True,False,True,1.0
-1.049219651607778,-0.0432991216277555,-0.920251698307012,0.9343124547122276,-0.5435169304319671,1.0,1.0,0.0,-0.6958199784451697,0.7813057852832271,True,False,True,1.0
-1.714314169997589,-0.5927692154767363,-0.5516345465983006,0.9343124547122276,0.5056832747231058,1.0,0.0,1.0,-0.8067192882543182,-0.7364704006901694,True,False,False,1.0
1.3617479775552872,-0.3445436906239072,1.4757597877996125,0.9343124547122276,1.5548834798781788,0.0,0.0,0.0,-0.948141343882498,-1.1663409029887248,True,False,True,1.0
0.8629270887629288,0.617028973611809,-1.4731774258700792,-1.6267020109121706,0.8554166764414635,0.0,0.0,0.0,-0.020249870983936,1.309795659412067,False,True,False,1.0
-1.714314169997589,-0.3867179302833686,0.1855997568191223,-1.3938825140372253,0.8554166764414635,1.0,1.0,0.0,0.2829427374851119,1.4603018784422566,False,False,True,1.0
-1.3817669108026835,-1.151879135533594,-0.3673259707439448,0.2358539640873916,-0.8932503321503247,0.0,1.0,0.0,-1.1668876889188915,1.0723531997091875,True,False,True,1.0
-1.1323564664065044,1.2279529595360046,0.7385254843821895,0.0030344672124464,-0.8932503321503247,0.0,0.0,0.0,1.3512388411512195,0.8424704131082814,True,False,False,1.0
1.3617479775552872,-0.7711060003224581,0.1855997568191223,0.7014929578372823,1.5548834798781788,1.0,1.0,0.0,-0.5381191250468397,-1.1897071653039142,True,False,False,1.0
-1.3817669108026835,0.9291183470918222,0.7385254843821895,-0.4626045265374441,-1.2429837338686824,0.0,1.0,0.0,1.888439167566177,1.2936454486942155,False,False,False,1.0
1.3617479775552872,0.4808664284255481,-1.4731774258700792,0.2358539640873916,0.8554166764414635,1.0,1.0,0.0,-0.1616719266121158,0.6562275575960376,False,False,True,1.0
1.112337533159108,-1.2169479624367625,-1.1045602741613676,1.399951448462118,1.5548834798781788,0.0,1.0,1.0,-1.2289506054175892,-0.5213633387885742,False,False,True,1.0
-0.7166723924128725,-0.3963577564912453,0.7385254843821895,1.399951448462118,1.205150078159821,1.0,1.0,0.0,-0.8870958522444348,0.140108057634063,False,True,False,1.0
1.1954743479578342,-1.512167640052991,-0.5516345465983006,-1.6267020109121706,0.1559498730047481,0.0,0.0,0.0,-1.212671807647439,0.5033159880334023,True,False,False,1.0
-0.2178515036205142,0.4374872104901023,0.0012911809647666,0.468673460962337,-0.8932503321503247,1.0,0.0,0.0,0.0692835167518902,1.462019985965432,True,False,False,1.0
-0.8829460220103252,-1.2639421152001622,0.0012911809647666,0.7014929578372823,0.5056832747231058,1.0,0.0,0.0,-1.0570058039703776,0.487853020324821,False,False,True,1.0
1.112337533159108,0.65920321327127,1.4757597877996125,1.1671319515871728,0.5056832747231058,1.0,0.0,1.0,0.5311944034799024,-0.1457850342223703,False,False,True,1.0
0.6135166443667497,0.220591120812873,-0.3673259707439448,-1.16106301716228,0.8554166764414635,0.0,1.0,0.0,-0.5655895962839681,-0.2653653178353976,True,False,False,1.0
