time_on_site,pages_viewed,previous_purchases,cart_items,purchase
1.6099310730231249,1.2914512119452566,1.6327709453370634,-0.5435169304319671,1.0
-0.0023298602442789395,0.36990833267347806,0.23585396408739168,0.8554166764414635,1.0
0.002490052859659385,-0.9202516983070119,1.1671319515871728,-1.2429837338686824,1.0
-1.742318490766051,0.0012911809647666106,-0.46260452653744416,-1.2429837338686824,1.0
-0.04329912162775555,-0.9202516983070119,0.9343124547122276,-0.5435169304319671,1.0
-0.5927692154767363,-0.5516345465983006,0.9343124547122276,0.5056832747231058,1.0
-0.3445436906239072,1.4757597877996123,0.9343124547122276,1.5548834798781788,1.0
0.617028973611809,-1.4731774258700792,-1.6267020109121706,0.8554166764414635,1.0
-0.38671793028336865,0.18559975681912233,-1.3938825140372253,0.8554166764414635,1.0
-1.151879135533594,-0.3673259707439448,0.23585396408739168,-0.8932503321503247,1.0
1.2279529595360046,0.7385254843821895,0.003034467212446404,-0.8932503321503247,1.0
-0.7711060003224581,0.18559975681912233,0.7014929578372823,1.5548834798781788,1.0
0.9291183470918222,0.7385254843821895,-0.46260452653744416,-1.2429837338686824,1.0
0.4808664284255481,-1.4731774258700792,0.23585396408739168,0.8554166764414635,1.0
-1.2169479624367625,-1.1045602741613676,1.399951448462118,1.5548834798781788,1.0
-0.3963577564912453,0.7385254843821895,1.399951448462118,1.205150078159821,1.0
-1.512167640052991,-0.5516345465983006,-1.6267020109121706,0.15594987300474816,1.0
0.43748721049010236,0.0012911809647666106,0.468673460962337,-0.8932503321503247,1.0
-1.2639421152001622,0.0012911809647666106,0.7014929578372823,0.5056832747231058,1.0
0.65920321327127,1.4757597877996123,1.1671319515871728,0.5056832747231058,1.0
0.22059112081287305,-0.3673259707439448,-1.16106301716228,0.8554166764414635,1.0
1.3496557654104497,0.7385254843821895,0.468673460962337,1.5548834798781788,1.0
-0.9482378068921953,0.9228340602365452,1.6327709453370634,-1.2429837338686824,1.0
-0.7506213696307198,0.7385254843821895,-0.9282435202873347,1.5548834798781788,1.0
0.6351036477515779,0.5542169085278338,0.003034467212446404,-1.2429837338686824,1.0
-1.154289092085563,-1.2888688500157235,-1.16106301716228,-1.2429837338686824,1.0
0.5495501901566707,-0.7359431224526563,-1.3938825140372253,-1.59271713558704,1.0
0.65920321327127,-1.2888688500157235,-0.6954240234123894,-1.59271713558704,1.0
-0.5650547151290903,0.9228340602365452,0.23585396408739168,0.8554166764414635,1.0
-1.6218206631675904,-0.1830173948895891,1.399951448462118,0.8554166764414635,1.0
0.7531915187980694,1.107142636090901,0.7014929578372823,-0.8932503321503247,1.0
0.5025560373932715,-1.4731774258700792,-1.6267020109121706,1.5548834798781788,1.0
-0.8229200661897962,-0.3673259707439448,1.6327709453370634,0.5056832747231058,1.0
0.631488712923624,0.5542169085278338,0.468673460962337,-0.5435169304319671,1.0
-0.9446228720642414,-1.6574860017244348,-0.2297850296624989,0.5056832747231058,1.0
-0.7578512392866273,0.18559975681912233,-1.6267020109121706,-0.8932503321503247,1.0
-1.2193579189887318,1.4757597877996123,1.6327709453370634,0.5056832747231058,1.0
1.5520921157758636,0.18559975681912233,1.1671319515871728,-0.8932503321503247,1.0
0.3471138397912569,0.0012911809647666106,1.6327709453370634,-0.5435169304319671,1.0
-0.415637408906999,-0.5516345465983006,1.6327709453370634,-0.19378352871360946,1.0
0.08201861907464345,-1.4731774258700792,-0.46260452653744416,-0.5435169304319671,1.0
0.024179661827382272,0.36990833267347806,-0.6954240234123894,-0.19378352871360946,1.0
0.617028973611809,1.2914512119452566,1.399951448462118,0.15594987300474816,1.0
-0.15656707957030874,-1.4731774258700792,1.399951448462118,-1.2429837338686824,1.0
0.6399235608555163,0.0012911809647666106,-1.6267020109121706,-1.2429837338686824,1.0
-0.9940269813796103,0.9228340602365452,-0.2297850296624989,0.15594987300474816,1.0
-0.0023298602442789395,-1.1045602741613676,0.23585396408739168,0.5056832747231058,1.0
0.12419285873410486,1.107142636090901,-0.46260452653744416,-0.19378352871360946,1.0
-1.6579700114471287,1.2914512119452566,-0.9282435202873347,0.5056832747231058,1.0
0.5844945601602247,0.9228340602365452,0.23585396408739168,-1.59271713558704,1.0
-1.0386111775910407,-0.9202516983070119,1.6327709453370634,-0.19378352871360946,1.0
-1.050660960350887,1.4757597877996123,0.468673460962337,-1.59271713558704,1.0
-1.6025410107518367,-1.2888688500157235,-0.2297850296624989,-0.19378352871360946,1.0
0.5109908853251633,-1.6574860017244348,-0.6954240234123894,0.5056832747231058,1.0
0.06514892321085888,1.2914512119452566,-1.6267020109121706,-0.5435169304319671,1.0
-0.8952187627488726,0.36990833267347806,-1.16106301716228,0.5056832747231058,1.0
-0.7433914999748121,1.107142636090901,-0.6954240234123894,-0.5435169304319671,1.0
0.8110304760453306,-0.5516345465983006,0.7014929578372823,0.5056832747231058,1.0
0.28565994771604214,-0.1830173948895891,0.23585396408739168,-0.8932503321503247,1.0
-1.3892598559025613,-1.1045602741613676,-1.6267020109121706,1.205150078159821,1.0
0.7821109974216999,0.18559975681912233,-0.46260452653744416,0.5056832747231058,1.0
